510, 0, 0, 1, 1, 1, 0, 1, 2, 464
1, 945, 3, 0, 0, 0, 1, 180, 5, 0
3, 2, 979, 1, 1, 19, 2, 9, 14, 2
1, 0, 2, 42, 0, 3, 0, 1, 960, 1
0, 8, 0, 0, 551, 0, 418, 1, 1, 3
6, 1, 13, 4, 0, 846, 0, 1, 16, 5
279, 1, 1, 0, 0, 1, 673, 1, 2, 0
0, 10, 7, 0, 437, 0, 0, 563, 7, 4
1, 1, 0, 5, 0, 2, 1, 0, 961, 3
1, 229, 0, 0, 3, 0, 6, 1, 8, 761
