679, 0, 8, 5, 1, 0, 0, 1, 0, 286
2, 524, 1, 12, 5, 6, 1, 584, 0, 0
9, 1, 862, 75, 16, 18, 20, 22, 0, 9
0, 4, 30, 959, 3, 3, 1, 8, 0, 2
7, 51, 0, 5, 556, 0, 325, 1, 0, 37
16, 1, 596, 127, 3, 98, 11, 10, 0, 30
442, 1, 9, 3, 8, 9, 485, 1, 0, 0
0, 23, 19, 18, 343, 3, 0, 584, 0, 38
13, 3, 13, 894, 3, 4, 14, 4, 2, 24
8, 159, 3, 27, 57, 0, 7, 17, 0, 731
