518, 0, 4, 1, 1, 0, 1, 1, 0, 454
1, 286, 6, 5, 3, 0, 4, 830, 0, 0
6, 1, 948, 34, 13, 0, 10, 15, 1, 4
0, 2, 43, 954, 2, 0, 0, 7, 1, 1
2, 16, 0, 1, 471, 0, 470, 0, 0, 22
9, 0, 805, 46, 1, 12, 6, 2, 0, 11
240, 0, 8, 2, 0, 2, 705, 1, 0, 0
0, 14, 23, 13, 250, 0, 0, 702, 0, 26
10, 1, 17, 909, 2, 0, 11, 3, 1, 20
3, 90, 3, 19, 19, 0, 13, 16, 0, 846
